Row,Prompt_Variant,Model,compound,narr_compound,p_negative,p_neutral,p_positive,roberta_score,roberta_label
8561,v1_terse,Mistral,0.3612,0.9132,0.68864053,0.29288578,0.018473634,-0.6701669,negative
8561,v2_empathetic,Mistral,0.0534,0.9132,0.77470064,0.20598769,0.019311737,-0.7553889,negative
8561,v3_structured,Mistral,0.561,0.9132,0.19576427,0.77556634,0.02866941,-0.16709486,neutral
8560,v2_empathetic,Mistral,-0.8039,-0.8074,0.8807861,0.11177773,0.0074361702,-0.87334996,negative
8566,v1_terse,Mistral,-0.233,-0.1697,0.7357618,0.25172272,0.012515491,-0.72324634,negative
8566,v2_empathetic,Mistral,-0.869,-0.1697,0.7648126,0.21698505,0.01820236,-0.7466102,negative
8566,v3_structured,Mistral,0.25,-0.1697,0.10927098,0.8571083,0.03362073,-0.07565025,neutral
8568,v1_terse,Mistral,0.5859,0.6369,0.69746095,0.28848335,0.014055634,-0.68340534,negative
8568,v2_empathetic,Mistral,-0.6901,0.6369,0.8615017,0.13075949,0.007738917,-0.8537628,negative
8568,v3_structured,Mistral,0.0258,0.6369,0.22480561,0.75382495,0.021369444,-0.20343617,neutral
8573,v2_empathetic,Mistral,-0.2006,0.1635,0.67850846,0.29756802,0.02392347,-0.654585,negative
8573,v1_terse,Mistral,-0.6597,0.1635,0.74963003,0.23169498,0.01867497,-0.73095506,negative
8573,v3_structured,Mistral,-0.1027,0.1635,0.35096717,0.6285894,0.020443423,-0.33052376,neutral
8578,v1_terse,Mistral,0.7269,-0.9523,0.65287536,0.32476813,0.022356577,-0.6305188,negative
8575,v1_terse,Mistral,-0.6908,0.091,0.76979077,0.20959729,0.020611918,-0.7491788,negative
8574,v2_empathetic,Mistral,0.4767,-0.7905,0.69128805,0.27852038,0.030191563,-0.6610965,negative
8574,v3_structured,Mistral,0.0,-0.7905,0.68599486,0.30374557,0.010259552,-0.6757353,negative
8575,v3_structured,Mistral,0.0516,0.091,0.17709632,0.7834917,0.039411973,-0.13768435,neutral
8575,v2_empathetic,Mistral,-0.2208,0.091,0.7972909,0.18928494,0.013424209,-0.7838667,negative
8577,v1_terse,Mistral,0.6494,-0.8621,0.84471875,0.14129815,0.0139831,-0.8307357,negative
8577,v3_structured,Mistral,0.296,-0.8621,0.35043162,0.6329508,0.016617568,-0.33381405,neutral
8574,v1_terse,Mistral,-0.6155,-0.7905,0.8553925,0.13373953,0.010867906,-0.8445246,negative
8578,v2_empathetic,Mistral,-0.5423,-0.9523,0.7944398,0.18655683,0.019003443,-0.77543634,negative
8578,v3_structured,Mistral,-0.8957,-0.9523,0.37806842,0.60174704,0.020184431,-0.357884,neutral
8583,v2_empathetic,Mistral,-0.2467,-0.0941,0.8604146,0.130356,0.009229374,-0.85118526,negative
8586,v1_terse,Mistral,0.6444,-0.7814,0.3749232,0.5861744,0.038902357,-0.33602083,neutral
8577,v2_empathetic,Mistral,0.5775,-0.8621,0.8039458,0.17938587,0.016668353,-0.7872774,negative
8583,v1_terse,Mistral,-0.0516,-0.0941,0.6866043,0.29755735,0.015838291,-0.67076606,negative
8582,v2_empathetic,Mistral,-0.2716,-0.3919,0.85160446,0.13626882,0.012126743,-0.8394777,negative
8582,v3_structured,Mistral,-0.0258,-0.3919,0.248396,0.731103,0.020501034,-0.22789496,neutral
8583,v3_structured,Mistral,-0.5994,-0.0941,0.47195366,0.5124205,0.015625807,-0.45632786,neutral
8585,v2_empathetic,Mistral,-0.6562,0.3612,0.8035614,0.18454601,0.011892567,-0.79166883,negative
8582,v1_terse,Mistral,0.7003,-0.3919,0.047251116,0.8706614,0.082087465,0.03483635,neutral
8586,v2_empathetic,Mistral,-0.9196,-0.7814,0.83579725,0.15116133,0.013041429,-0.8227558,negative
8586,v3_structured,Mistral,-0.296,-0.7814,0.28595966,0.693223,0.02081734,-0.26514232,neutral
8585,v1_terse,Mistral,0.4939,0.3612,0.7148755,0.26298392,0.02214061,-0.6927349,negative
8585,v3_structured,Mistral,-0.1779,0.3612,0.32026476,0.65762585,0.022109477,-0.29815528,neutral
8594,v3_structured,Mistral,-0.4404,-0.9722,0.3054301,0.67738783,0.01718213,-0.28824797,neutral
8593,v1_terse,Mistral,0.6908,-0.8316,0.5640938,0.40171328,0.034192946,-0.5299009,negative
8593,v3_structured,Mistral,-0.3818,-0.8316,0.3558702,0.6269596,0.017170152,-0.33870003,neutral
8593,v2_empathetic,Mistral,-0.2006,-0.8316,0.632025,0.33059365,0.037381303,-0.5946437,negative
8594,v1_terse,Mistral,0.0258,-0.9722,0.53033143,0.44140038,0.028268114,-0.50206333,negative
8594,v2_empathetic,Mistral,-0.624,-0.9722,0.8539223,0.13510585,0.010971927,-0.8429504,negative
8599,v1_terse,Mistral,-0.2732,0.8223,0.4610878,0.51004446,0.02886782,-0.43221998,neutral
8599,v2_empathetic,Mistral,-0.5829,0.8223,0.7389014,0.2424577,0.018640973,-0.7202604,negative
8599,v3_structured,Mistral,-0.8271,0.8223,0.32263467,0.6578544,0.019510936,-0.30312374,neutral
8603,v1_terse,Mistral,0.8689,0.3404,0.5605078,0.41193914,0.027553063,-0.5329547,negative
8603,v2_empathetic,Mistral,0.6915,0.3404,0.71672946,0.25884792,0.024422623,-0.6923068,negative
8603,v3_structured,Mistral,0.4215,0.3404,0.23589534,0.73632574,0.027778942,-0.2081164,neutral
8611,v1_terse,Mistral,0.4767,-0.978,0.52233565,0.44687706,0.030787254,-0.4915484,negative
8607,v2_empathetic,Mistral,-0.5423,-0.0516,0.8919082,0.100910634,0.0071812114,-0.884727,negative
8607,v3_structured,Mistral,-0.296,-0.0516,0.36114714,0.62295645,0.015896348,-0.3452508,neutral
8610,v1_terse,Mistral,0.5994,0.7351,0.4880208,0.48641214,0.025567058,-0.46245375,negative
8615,v1_terse,Mistral,0.875,0.8238,0.32208908,0.6388171,0.039093766,-0.2829953,neutral
8610,v2_empathetic,Mistral,-0.7556,0.7351,0.85518265,0.1344364,0.010380901,-0.8448017,negative
8610,v3_structured,Mistral,-0.34,0.7351,0.49080148,0.49565172,0.013546774,-0.47725472,neutral
8611,v3_structured,Mistral,0.2732,-0.978,0.35939938,0.623268,0.017332535,-0.34206685,neutral
8615,v2_empathetic,Mistral,0.0965,0.8238,0.86603546,0.1223137,0.011650841,-0.8543846,negative
8613,v2_empathetic,Mistral,-0.3363,-0.5204,0.76481813,0.21920422,0.01597763,-0.7488405,negative
8613,v3_structured,Mistral,-0.34,-0.5204,0.36721602,0.61333776,0.019446246,-0.34776977,neutral
8607,v1_terse,Mistral,0.4767,-0.0516,0.2984249,0.63520056,0.06637448,-0.23205042,neutral
8616,v1_terse,Mistral,0.8176,-0.934,0.6828447,0.29851317,0.018642068,-0.66420263,negative
8611,v2_empathetic,Mistral,-0.624,-0.978,0.7487873,0.23744282,0.013769908,-0.73501736,negative
8613,v1_terse,Mistral,0.6168,-0.5204,0.37015966,0.5916541,0.038186282,-0.33197337,neutral
8615,v3_structured,Mistral,0.8327,0.8238,0.33338794,0.6431077,0.023504414,-0.30988353,neutral
8616,v3_structured,Mistral,0.6369,-0.934,0.36728582,0.6123655,0.02034871,-0.34693712,neutral
8616,v2_empathetic,Mistral,-0.779,-0.934,0.81820935,0.163449,0.018341636,-0.7998677,negative
8618,v1_terse,Mistral,0.8885,-0.1901,0.61140716,0.3544903,0.03410256,-0.5773046,negative
8621,v2_empathetic,Mistral,0.0294,0.296,0.819079,0.16656424,0.0143568,-0.8047222,negative
8618,v3_structured,Mistral,-0.0258,-0.1901,0.21210173,0.76148033,0.026417987,-0.18568374,neutral
8618,v2_empathetic,Mistral,-0.6232,-0.1901,0.85168314,0.13707362,0.0112432735,-0.84043986,negative
8621,v1_terse,Mistral,0.6515,0.296,0.5389945,0.4290289,0.031976666,-0.50701785,negative
8621,v3_structured,Mistral,0.1779,0.296,0.4045238,0.5770641,0.018412186,-0.38611162,neutral
8628,v1_terse,Mistral,0.875,-0.3612,0.3000281,0.6259082,0.07406371,-0.22596437,neutral
8628,v3_structured,Mistral,0.3182,-0.3612,0.33128935,0.6487637,0.019946948,-0.31134242,neutral
8632,v2_empathetic,Mistral,-0.715,-0.3089,0.83771825,0.14922138,0.013060419,-0.82465786,negative
8628,v2_empathetic,Mistral,-0.9073,-0.3612,0.8320958,0.15938187,0.0085224025,-0.8235734,negative
8632,v3_structured,Mistral,0.5767,-0.3089,0.5377462,0.44626674,0.015987048,-0.52175915,negative
8637,v2_empathetic,Mistral,-0.624,-0.0754,0.8772859,0.114909224,0.0078048254,-0.8694811,negative
8632,v1_terse,Mistral,0.7717,-0.3089,0.7154609,0.24436948,0.040169597,-0.6752913,negative
8637,v1_terse,Mistral,0.296,-0.0754,0.7858655,0.20141074,0.012723737,-0.77314174,negative
8637,v3_structured,Mistral,-0.8176,-0.0754,0.4919207,0.49261728,0.015462046,-0.47645867,neutral
8642,v1_terse,Mistral,0.6705,-0.0219,0.59030026,0.37822515,0.031474613,-0.5588257,negative
8642,v3_structured,Mistral,0.4588,-0.0219,0.47005746,0.51227486,0.017667681,-0.45238978,neutral
8642,v2_empathetic,Mistral,-0.3346,-0.0219,0.88624597,0.10547989,0.0082740765,-0.8779719,negative
8650,v3_structured,Mistral,0.4019,0.0231,0.52533126,0.45610726,0.01856144,-0.50676984,negative
8650,v1_terse,Mistral,0.2023,0.0231,0.8825606,0.10745008,0.009989303,-0.8725713,negative
8650,v2_empathetic,Mistral,0.5764,0.0231,0.86294794,0.12598182,0.011070319,-0.8518776,negative
8655,v3_structured,Mistral,0.0,-0.8677,0.34572104,0.6320394,0.022239545,-0.3234815,neutral
8658,v1_terse,Mistral,0.8176,0.6749,0.7134539,0.26848483,0.018061295,-0.6953926,negative
8655,v1_terse,Mistral,0.836,-0.8677,0.63278306,0.33981335,0.027403636,-0.6053794,negative
8655,v2_empathetic,Mistral,-0.794,-0.8677,0.8997449,0.09212959,0.008125549,-0.8916194,negative
8657,v1_terse,Mistral,0.5106,0.5975,0.7514515,0.23289362,0.015654791,-0.7357967,negative
8657,v2_empathetic,Mistral,0.7033,0.5975,0.86210567,0.12865843,0.009235915,-0.85286975,negative
8657,v3_structured,Mistral,0.25,0.5975,0.57341164,0.41439024,0.01219813,-0.5612135,negative
8658,v3_structured,Mistral,0.4019,0.6749,0.40720415,0.5716603,0.021135578,-0.38606858,neutral
8658,v2_empathetic,Mistral,-0.4993,0.6749,0.8696202,0.1204504,0.009929423,-0.8596908,negative
8664,v3_structured,Mistral,-0.1779,-0.851,0.58943975,0.3971874,0.013372861,-0.5760669,negative
8662,v1_terse,Mistral,0.25,-0.128,0.6640354,0.31911537,0.016849281,-0.6471861,negative
8665,v3_structured,Mistral,0.2023,0.8477,0.399547,0.58273226,0.017720757,-0.38182625,neutral
8662,v2_empathetic,Mistral,-0.1586,-0.128,0.8710432,0.120719336,0.008237407,-0.8628058,negative
8662,v3_structured,Mistral,0.0,-0.128,0.3807278,0.5979825,0.021289665,-0.35943812,neutral
8667,v2_empathetic,Mistral,-0.6705,-0.9828,0.72756815,0.25054172,0.021890186,-0.705678,negative
8664,v1_terse,Mistral,-0.5106,-0.851,0.8436593,0.14630447,0.010036312,-0.833623,negative
8665,v1_terse,Mistral,0.1091,0.8477,0.7697963,0.22070792,0.009495798,-0.7603005,negative
8664,v2_empathetic,Mistral,-0.7319,-0.851,0.8513016,0.13746223,0.011236093,-0.84006554,negative
8667,v1_terse,Mistral,-0.128,-0.9828,0.63822293,0.33833238,0.023444664,-0.6147783,negative
8671,v3_structured,Mistral,-0.0258,0.25,0.13317414,0.84026945,0.026556432,-0.106617704,neutral
8665,v2_empathetic,Mistral,-0.402,0.8477,0.8535209,0.13665976,0.009819356,-0.84370154,negative
8671,v1_terse,Mistral,0.4215,0.25,0.42324558,0.54281574,0.03393864,-0.38930693,neutral
8671,v2_empathetic,Mistral,0.5606,0.25,0.7912002,0.19358209,0.0152176,-0.7759826,negative
8667,v3_structured,Mistral,-0.6908,-0.9828,0.3851332,0.59769267,0.017174104,-0.3679591,neutral
8673,v1_terse,Mistral,0.3182,-0.826,0.6057603,0.37386948,0.02037022,-0.58539003,negative
8673,v2_empathetic,Mistral,-0.7837,-0.826,0.8768531,0.11398455,0.009162411,-0.8676907,negative
8673,v3_structured,Mistral,0.4215,-0.826,0.65085405,0.33624327,0.012902731,-0.6379513,negative
8675,v1_terse,Mistral,-0.5267,0.8176,0.7631162,0.22293521,0.0139486175,-0.74916756,negative
8676,v1_terse,Mistral,-0.2732,0.6031,0.7609137,0.22535597,0.013730331,-0.7471834,negative
8676,v3_structured,Mistral,0.1027,0.6031,0.18362494,0.78596413,0.030410903,-0.15321404,neutral
8675,v2_empathetic,Mistral,0.0534,0.8176,0.73405415,0.25149062,0.014455175,-0.71959895,negative
8675,v3_structured,Mistral,0.6326,0.8176,0.28748196,0.6927299,0.019788114,-0.26769385,neutral
8676,v2_empathetic,Mistral,-0.4905,0.6031,0.8565791,0.13316832,0.010252545,-0.8463266,negative
8679,v3_structured,Mistral,-0.7632,-0.836,0.6075604,0.3795374,0.012902161,-0.59465826,negative
8679,v2_empathetic,Mistral,-0.7181,-0.836,0.7918884,0.19230409,0.015807467,-0.77608097,negative
8681,v2_empathetic,Mistral,-0.7463,0.4215,0.86377233,0.12173944,0.014488279,-0.84928405,negative
8679,v1_terse,Mistral,0.8289,-0.836,0.67581266,0.30182928,0.022358015,-0.65345466,negative
8689,v1_terse,Mistral,0.3322,0.1406,0.7433192,0.24427971,0.01240107,-0.73091817,negative
8689,v3_structured,Mistral,0.6597,0.1406,0.37033352,0.60842705,0.02123947,-0.34909406,neutral
8687,v1_terse,Mistral,0.25,0.0747,0.7399635,0.24671367,0.013322746,-0.7266407,negative
8688,v1_terse,Mistral,0.5106,-0.296,0.5946531,0.37998247,0.0253644,-0.56928873,negative
8687,v2_empathetic,Mistral,-0.7312,0.0747,0.84698594,0.14404897,0.00896509,-0.83802086,negative
8687,v3_structured,Mistral,0.6705,0.0747,0.33015636,0.64515895,0.024684671,-0.3054717,neutral
8688,v2_empathetic,Mistral,-0.0433,-0.296,0.7905361,0.19890857,0.010555333,-0.7799808,negative
8681,v1_terse,Mistral,-0.3708,0.4215,0.89407504,0.097902,0.008022978,-0.8860521,negative
8689,v2_empathetic,Mistral,0.4228,0.1406,0.89004385,0.10222269,0.007733487,-0.8823104,negative
8688,v3_structured,Mistral,-0.1027,-0.296,0.25935754,0.7155427,0.025099795,-0.23425774,neutral
8697,v3_structured,Mistral,-0.0258,0.2363,0.34278274,0.6402948,0.01692242,-0.32586032,neutral
8696,v1_terse,Mistral,0.4019,-0.8201,0.4899856,0.48332855,0.026685875,-0.46329972,negative
8696,v3_structured,Mistral,0.802,-0.8201,0.17172138,0.7950945,0.0331841,-0.13853729,neutral
8697,v1_terse,Mistral,-0.8519,0.2363,0.82943755,0.16283722,0.007725216,-0.8217123,negative
8681,v3_structured,Mistral,0.765,0.4215,0.13730113,0.83473694,0.02796195,-0.10933918,neutral
8696,v2_empathetic,Mistral,0.5729,-0.8201,0.8092604,0.17784771,0.012891838,-0.7963686,negative
8697,v2_empathetic,Mistral,0.1454,0.2363,0.7341251,0.25178716,0.014087755,-0.72003734,negative
8699,v1_terse,Mistral,0.0772,0.8724,0.22421895,0.72585094,0.049930125,-0.17428882,neutral
8698,v3_structured,Mistral,0.4404,-0.6926,0.39499298,0.5853818,0.019625213,-0.37536776,neutral
8698,v2_empathetic,Mistral,0.3415,-0.6926,0.86337095,0.12730849,0.009320579,-0.8540504,negative
8699,v2_empathetic,Mistral,0.236,0.8724,0.9169816,0.07601801,0.007000366,-0.9099812,negative
8699,v3_structured,Mistral,0.5487,0.8724,0.37730548,0.6055747,0.017119808,-0.36018568,neutral
8700,v1_terse,Mistral,0.7579,0.9153,0.590263,0.38355115,0.02618595,-0.5640771,negative
8701,v1_terse,Mistral,0.8271,0.6652,0.439418,0.5117376,0.048844393,-0.3905736,neutral
8700,v3_structured,Mistral,0.128,0.9153,0.40650615,0.57427275,0.01922115,-0.387285,neutral
8698,v1_terse,Mistral,0.7096,-0.6926,0.65285295,0.32455677,0.022590252,-0.6302627,negative
8701,v3_structured,Mistral,-0.0258,0.6652,0.28270832,0.6971788,0.020112898,-0.26259542,neutral
8701,v2_empathetic,Mistral,0.5106,0.6652,0.8014009,0.18313222,0.015466831,-0.7859341,negative
8703,v1_terse,Mistral,0.4939,-0.6688,0.6896508,0.29354954,0.016799677,-0.6728511,negative
8703,v3_structured,Mistral,0.3818,-0.6688,0.41057953,0.5700201,0.019400328,-0.3911792,neutral
8703,v2_empathetic,Mistral,0.7512,-0.6688,0.8327654,0.15142435,0.015810281,-0.8169551,negative
8700,v2_empathetic,Mistral,-0.0754,0.9153,0.8850567,0.10681982,0.008123549,-0.8769331,negative
8705,v1_terse,Mistral,0.8271,0.7433,0.61797035,0.36065194,0.021377737,-0.5965926,negative
8705,v2_empathetic,Mistral,0.7655,0.7433,0.8952753,0.095904835,0.008819924,-0.88645536,negative
8705,v3_structured,Mistral,0.1779,0.7433,0.6809595,0.30841136,0.010629151,-0.67033035,negative
8707,v1_terse,Mistral,0.8885,-0.7684,0.64659697,0.32631856,0.0270844,-0.61951256,negative
8707,v3_structured,Mistral,-0.2732,-0.7684,0.42583463,0.55462265,0.019542657,-0.40629196,neutral
8707,v2_empathetic,Mistral,-0.3621,-0.7684,0.8143187,0.17160648,0.014074794,-0.8002439,negative
8709,v1_terse,Mistral,0.8271,-0.7447,0.81537104,0.16916634,0.0154626295,-0.7999084,negative
8709,v3_structured,Mistral,0.5423,-0.7447,0.285827,0.6857115,0.028461477,-0.25736552,neutral
8709,v2_empathetic,Mistral,0.6921,-0.7447,0.8344609,0.15254754,0.01299154,-0.82146937,negative
8710,v1_terse,Mistral,0.6705,-0.8176,0.30857715,0.64346206,0.04796077,-0.2606164,neutral
8710,v2_empathetic,Mistral,0.228,-0.8176,0.8525464,0.13620044,0.011253097,-0.8412933,negative
8710,v3_structured,Mistral,-0.4019,-0.8176,0.20193677,0.765862,0.032201193,-0.16973558,neutral
8713,v1_terse,Mistral,0.4404,-0.2382,0.45296925,0.5072208,0.039809927,-0.4131593,neutral
8713,v2_empathetic,Mistral,0.3213,-0.2382,0.450108,0.48126954,0.06862243,-0.38148555,neutral
8714,v1_terse,Mistral,0.6124,-0.6906,0.6488103,0.3258293,0.025360432,-0.6234499,negative
8713,v3_structured,Mistral,0.3947,-0.2382,0.21231306,0.75553423,0.0321527,-0.18016036,neutral
8714,v3_structured,Mistral,0.0258,-0.6906,0.20700039,0.761983,0.031016644,-0.17598374,neutral
8714,v2_empathetic,Mistral,0.1813,-0.6906,0.60715663,0.34327096,0.04957238,-0.5575843,negative
8716,v1_terse,Mistral,-0.1027,0.0516,0.64181817,0.34001195,0.018169941,-0.6236482,negative
8716,v3_structured,Mistral,-0.2144,0.0516,0.52827317,0.45674825,0.014978626,-0.5132945,negative
8716,v2_empathetic,Mistral,-0.7616,0.0516,0.80188954,0.18763869,0.010471765,-0.7914178,negative
8719,v3_structured,Mistral,-0.5994,-0.5358,0.30857027,0.6682612,0.02316857,-0.2854017,neutral
8719,v2_empathetic,Mistral,-0.2716,-0.5358,0.7277459,0.25413767,0.018116534,-0.70962936,negative
8720,v1_terse,Mistral,-0.8225,0.6249,0.55296504,0.40823534,0.038799588,-0.51416546,negative
8719,v1_terse,Mistral,0.5267,-0.5358,0.34031385,0.6083131,0.051373065,-0.2889408,neutral
8720,v2_empathetic,Mistral,-0.9095,0.6249,0.77923816,0.20262042,0.01814143,-0.7610967,negative
8723,v1_terse,Mistral,-0.3818,0.872,0.6749746,0.29147485,0.033550538,-0.64142406,negative
8723,v3_structured,Mistral,0.2263,0.872,0.17920367,0.78623426,0.034562014,-0.14464167,neutral
8720,v3_structured,Mistral,-0.2815,0.6249,0.14324841,0.8195168,0.037234798,-0.10601361,neutral
8723,v2_empathetic,Mistral,0.1416,0.872,0.50126827,0.41935533,0.07937636,-0.4218919,negative
8728,v1_terse,Mistral,0.4588,-0.8872,0.6471966,0.3297791,0.023024334,-0.6241723,negative
8728,v2_empathetic,Mistral,0.6501,-0.8872,0.82045746,0.1658616,0.013680911,-0.8067765,negative
8728,v3_structured,Mistral,0.1531,-0.8872,0.52610755,0.45831105,0.015581322,-0.51052624,negative
8729,v1_terse,Mistral,0.4588,-0.25,0.7885067,0.1977637,0.013729641,-0.77477705,negative
8729,v3_structured,Mistral,-0.2263,-0.25,0.4131624,0.5674428,0.01939481,-0.3937676,neutral
8734,v3_structured,Mistral,-0.128,-0.8146,0.3488935,0.6329122,0.01819428,-0.3306992,neutral
8729,v2_empathetic,Mistral,-0.5256,-0.25,0.43203738,0.50743365,0.06052897,-0.37150842,neutral
8734,v1_terse,Mistral,0.3182,-0.8146,0.68337727,0.29677096,0.019851778,-0.66352546,negative
8735,v1_terse,Mistral,-0.0772,-0.5935,0.34899795,0.58600914,0.06499298,-0.284005,neutral
8734,v2_empathetic,Mistral,-0.1761,-0.8146,0.80536175,0.18267795,0.011960334,-0.7934014,negative
8735,v3_structured,Mistral,-0.1901,-0.5935,0.44254786,0.5423749,0.01507731,-0.42747054,neutral
8735,v2_empathetic,Mistral,-0.8349,-0.5935,0.714215,0.26699156,0.018793402,-0.6954216,negative
8741,v1_terse,Mistral,0.5859,-0.1027,0.75618935,0.22829793,0.015512757,-0.7406766,negative
8741,v2_empathetic,Mistral,-0.3612,-0.1027,0.73643833,0.24961106,0.013950588,-0.72248775,negative
8749,v1_terse,Mistral,-0.7269,-0.5673,0.65969276,0.3053803,0.034926917,-0.6247659,negative
8746,v1_terse,Mistral,-0.4215,0.6894,0.82041377,0.16970898,0.009877222,-0.81053656,negative
8749,v3_structured,Mistral,-0.4215,-0.5673,0.46498606,0.52017516,0.014838809,-0.45014724,neutral
8746,v3_structured,Mistral,0.3237,0.6894,0.66309565,0.32593372,0.0109706465,-0.652125,negative
8746,v2_empathetic,Mistral,-0.8937,0.6894,0.84330434,0.14389145,0.012804118,-0.83050025,negative
8749,v2_empathetic,Mistral,0.2263,-0.5673,0.69702244,0.27985555,0.023122,-0.6739004,negative
8741,v3_structured,Mistral,-0.2263,-0.1027,0.5079495,0.47719845,0.014852063,-0.4930974,negative
8750,v1_terse,Mistral,0.2323,-0.1531,0.5757598,0.406102,0.018138204,-0.5576216,negative
8750,v3_structured,Mistral,-0.0772,-0.1531,0.42886317,0.5568444,0.014292433,-0.41457075,neutral
8750,v2_empathetic,Mistral,0.2882,-0.1531,0.7112395,0.2730251,0.01573536,-0.6955041,negative
8755,v3_structured,Mistral,0.0772,-0.9259,0.46872488,0.5172479,0.014027257,-0.4546976,neutral
8755,v1_terse,Mistral,-0.1779,-0.9259,0.61847633,0.36206695,0.019456739,-0.5990196,negative
8755,v2_empathetic,Mistral,0.7783,-0.9259,0.671667,0.29906794,0.029265147,-0.6424018,negative
8760,v2_empathetic,Mistral,-0.8357,0.5789,0.8446058,0.14364666,0.011747501,-0.8328583,negative
8760,v1_terse,Mistral,0.2831,0.5789,0.8709207,0.12180044,0.0072788764,-0.86364186,negative
8760,v3_structured,Mistral,0.5574,0.5789,0.20055452,0.7739478,0.025497645,-0.17505687,neutral
8762,v1_terse,Mistral,0.6632,-0.858,0.0959808,0.7845351,0.11948401,0.023503207,neutral
8763,v1_terse,Mistral,0.5994,0.3546,0.701963,0.28273803,0.015298968,-0.68666404,negative
8763,v2_empathetic,Mistral,0.3024,0.3546,0.82796,0.16228713,0.009752786,-0.8182072,negative
8763,v3_structured,Mistral,0.765,0.3546,0.39084613,0.5919678,0.017186008,-0.37366012,neutral
8764,v1_terse,Mistral,0.3612,0.9371,0.36462978,0.60021496,0.035155255,-0.3294745,neutral
8764,v3_structured,Mistral,0.3818,0.9371,0.24748005,0.7216487,0.03087134,-0.2166087,neutral
8764,v2_empathetic,Mistral,0.2263,0.9371,0.45010906,0.50709623,0.042794675,-0.4073144,neutral
8762,v3_structured,Mistral,0.3818,-0.858,0.10431242,0.8508539,0.044833686,-0.059478734,neutral
8767,v1_terse,Mistral,0.8442,0.9743,0.7244759,0.26123968,0.014284499,-0.7101914,negative
8767,v2_empathetic,Mistral,0.7579,0.9743,0.80438685,0.18203442,0.013578716,-0.79080814,negative
8767,v3_structured,Mistral,0.3612,0.9743,0.5401907,0.445815,0.013994279,-0.5261964,negative
8762,v2_empathetic,Mistral,-0.8224,-0.858,0.8340957,0.15400112,0.01190324,-0.8221925,negative
8772,v1_terse,Mistral,0.8779,-0.7431,0.42716378,0.48390928,0.08892689,-0.3382369,neutral
8772,v2_empathetic,Mistral,-0.3962,-0.7431,0.7577164,0.21993192,0.022351675,-0.73536474,negative
8772,v3_structured,Mistral,-0.872,-0.7431,0.5188622,0.4670812,0.014056668,-0.5048055,negative
8777,v3_structured,Mistral,0.0,0.3818,0.14377339,0.82908475,0.02714186,-0.11663153,neutral
8776,v1_terse,Mistral,0.6932,-0.1027,0.54439723,0.42438543,0.031217353,-0.5131799,negative
8776,v2_empathetic,Mistral,-0.0202,-0.1027,0.8381671,0.14946927,0.012363618,-0.82580346,negative
8777,v1_terse,Mistral,0.3182,0.3818,0.09992884,0.8292975,0.07077368,-0.029155158,neutral
8776,v3_structured,Mistral,0.3182,-0.1027,0.40332013,0.5816046,0.015075294,-0.38824484,neutral
8777,v2_empathetic,Mistral,-0.2803,0.3818,0.58830035,0.39032045,0.021379171,-0.5669212,negative
8780,v1_terse,Mistral,0.914,0.5267,0.108183645,0.81971383,0.07210249,-0.036081158,neutral
8780,v2_empathetic,Mistral,-0.4576,0.5267,0.8751063,0.11705147,0.007842173,-0.8672641,negative
8782,v1_terse,Mistral,0.1684,-0.7035,0.1292175,0.770532,0.10025045,-0.028967053,neutral
8782,v3_structured,Mistral,0.0258,-0.7035,0.22807005,0.743419,0.028510964,-0.19955909,neutral
8782,v2_empathetic,Mistral,0.5584,-0.7035,0.77494097,0.2109889,0.0140701365,-0.7608708,negative
8780,v3_structured,Mistral,0.2263,0.5267,0.45219833,0.5328881,0.014913579,-0.43728474,neutral
8792,v1_terse,Mistral,0.8807,0.6808,0.084792644,0.6462947,0.26891264,0.18412,neutral
8792,v2_empathetic,Mistral,-0.2628,0.6808,0.8697827,0.12190061,0.008316626,-0.86146605,negative
8793,v1_terse,Mistral,0.5267,0.1725,0.61104727,0.36756533,0.021387342,-0.5896599,negative
8793,v2_empathetic,Mistral,0.8176,0.1725,0.7334457,0.244662,0.02189234,-0.71155334,negative
8793,v3_structured,Mistral,0.2473,0.1725,0.18065374,0.7929119,0.026434314,-0.15421942,neutral
8798,v3_structured,Mistral,-0.4019,-0.9485,0.37308353,0.60482436,0.022092046,-0.3509915,neutral
8792,v3_structured,Mistral,-0.0258,0.6808,0.6068829,0.37548688,0.017630234,-0.5892527,negative
8798,v1_terse,Mistral,-0.6249,-0.9485,0.74842626,0.23590653,0.015667219,-0.73275906,negative
8798,v2_empathetic,Mistral,0.0836,-0.9485,0.8283877,0.15812993,0.013482455,-0.8149052,negative
8800,v1_terse,Mistral,0.25,0.0,0.39719808,0.5655685,0.03723336,-0.35996473,neutral
8800,v3_structured,Mistral,-0.3818,0.0,0.3513171,0.6281182,0.020564638,-0.33075246,neutral
8800,v2_empathetic,Mistral,0.6249,0.0,0.7565893,0.224565,0.018845672,-0.7377436,negative
8805,v3_structured,Mistral,0.3182,0.6705,0.16400686,0.8088532,0.027139949,-0.13686691,neutral
8805,v1_terse,Mistral,0.2083,0.6705,0.7551035,0.23296286,0.011933568,-0.74316996,negative
8805,v2_empathetic,Mistral,0.3869,0.6705,0.81100214,0.17547165,0.013526167,-0.797476,negative
8811,v3_structured,Mistral,0.34,0.6249,0.20189711,0.76502705,0.03307585,-0.16882126,neutral
